f1,f1ang,f2,f2ang,m,slips
21.95254015709299,269.3764732642915,15.686918454034613,272.92514977186,3.0,1.0
28.60757465489678,64.87297463386443,1.6462634465716652,181.19466409094443,3.0,1.0
24.110535042865756,140.0483320316938,36.932022742052354,63.72599872716246,3.0,1.0
21.795327319875874,13.536065363332535,16.249398982859454,299.7131419292429,3.0,1.0
16.94619197355619,4.243586105060744,37.771287325597264,186.05692101613258,3.0,1.0
25.835764522666246,358.656433788544,28.908979587213363,333.691035892023,3.0,1.0
17.5034884505077,175.75079689995727,36.732798089543884,349.85035801660797,3.0,1.0
35.67092003128319,133.9289150298912,32.93070154706262,243.0467456238229,3.0,1.0
38.54651042004117,70.6219540430322,25.87586807430796,112.35603887544104,3.0,1.0
15.337660753031109,290.5892082318766,2.7175608009359564,207.24615752064418,3.0,1.0
31.669001523306584,254.07097903085327,33.55263088236442,133.66312885175927,3.0,1.0
21.155796790116177,0.560231254667567,27.712896022236162,96.84145119387635,3.0,1.0
22.72178244375729,277.64160229448504,38.31966057924928,163.50471912863497,3.0,1.0
37.02386553170644,40.133788254255556,5.688898725220364,148.95976491848836,3.0,1.0
2.8414423279154777,341.50776486625193,3.5109415136189526,219.81213771365645,3.0,0.0
3.4851719880616283,119.78499022398205,20.755199229043924,307.3023547333729,3.0,1.0
0.8087358976130288,162.396999117544,14.397294961178716,125.86813853175279,3.0,1.0
33.30479382191752,1.7931260425512319,38.41094729363951,161.60831766510205,3.0,0.0
31.12627003799402,296.78136784000986,28.15088871869004,299.92790883744095,3.0,1.0
34.800485929872764,110.94057152288539,17.839762803194642,68.72298235360728,3.0,1.0
39.14473368931056,200.32087542100092,7.688349904798248,45.16942617867806,3.0,1.0
31.966342568668942,333.57628694148275,17.715256403092475,195.84171423997665,3.0,1.0
18.459174490117274,56.24005795760289,18.651456671138895,299.20112081961,3.0,1.0
31.221167051458217,312.23866065513175,0.3657022266484855,134.40004796244875,3.0,1.0
4.730977034757329,180.0860151033197,10.288616422801024,227.48801655678267,3.0,0.0
25.596840853100954,332.8042226603834,9.814867870389925,3.5365102056408793,3.0,1.0
5.734131496361856,296.0478180671133,15.240857435055744,327.2742061257541,3.0,1.0
37.786756681983356,159.47281103727198,16.96153302626225,217.21929077018072,3.0,1.0
20.873932870002868,31.936237457307843,10.70122225981895,93.10149658557923,3.0,1.0
16.58647759962094,10.871083757529227,4.505849864168456,28.162346297117903,3.0,1.0
10.58222448418508,314.72309154026726,5.547182944708791,80.80038862250338,3.0,0.0
30.969347577368666,170.74257028501276,27.5280865729818,226.36529960914848,3.0,1.0
18.246013288661942,238.93016685399056,38.235589036031556,240.90075788226522,3.0,1.0
22.73735795474594,317.39342911518685,13.794174505313407,255.72853513806933,3.0,1.0
0.7515920174542057,109.67723693449096,5.711455647625385,304.6967127757189,3.0,0.0
24.705419883035084,322.4746866208851,10.402312100819602,192.77091338290768,3.0,1.0
24.483828908896857,9.911678193967806,6.087002101374539,89.90164163015811,3.0,1.0
24.677359874990277,100.77324434428772,7.7895862529626925,349.3322954546028,3.0,1.0
37.74992314058497,292.23590223586456,26.486420469142704,40.777852124351156,3.0,1.0
27.272811964139336,307.1593145965128,15.397093020907807,105.75314184696362,3.0,0.0
14.38031602295144,340.14074232873105,10.018171439487382,256.8502882656379,3.0,1.0
17.481278151973658,109.08405808700525,23.246316473636277,218.02878303710955,3.0,1.0
27.905247837090595,280.88481082180914,35.912957885577875,195.7912741326205,3.0,1.0
2.4090188651707933,354.64690895358063,0.9771605558088003,41.209275615714155,3.0,0.0
26.670668617826706,189.72216544023175,23.86875095680265,352.5757872365937,3.0,0.0
26.825514784726376,90.93466426968774,26.879839688589684,53.22238180800964,3.0,1.0
8.415302442953635,14.026433542985393,17.326762959579483,118.8880974021565,3.0,1.0
5.157051906194132,273.47510260217126,36.8140699063148,137.40681113862084,3.0,1.0
12.617134036967354,49.9843383978481,6.8074871307812135,84.45861665304633,3.0,1.0
14.548430837704904,139.2993383151466,0.4634324114394106,104.62639642823514,3.0,1.0
22.807870816715187,111.3400373951714,33.61173943872381,251.5446069980294,3.0,1.0
17.544060538492815,150.06624226331468,15.831106014364554,276.65399320569384,3.0,1.0
39.53495352236905,326.15963817572265,33.19596236891047,211.45455022986894,3.0,1.0
4.081792429921123,153.34119403987032,39.81481404558124,310.5528690112818,3.0,1.0
8.355070243793389,328.5879525445042,4.603469265970626,257.4711361398759,3.0,0.0
6.45238071539985,289.9443094922569,33.3018319573861,166.55185727443322,3.0,1.0
26.124333018615935,103.81619954466154,30.420507010655335,215.97547352552627,3.0,1.0
10.131664101591284,114.51204685847961,31.062193001848915,159.15129417196374,3.0,1.0
18.65243091425225,133.14392085651318,17.58008711086844,342.2129974890752,3.0,0.0
9.77702368006411,218.03298898323675,24.364292491335483,177.7238760304468,3.0,1.0
6.358783345820789,242.66250617087186,9.905681441548872,20.92903313626359,3.0,0.0
4.415005646572205,350.0027408542333,1.2660092586487615,12.352845247723518,3.0,0.0
26.253183578610937,333.5457828589421,29.11091858918599,152.75524361453446,3.0,0.0
5.527318053944552,220.2738197132518,5.553321592137914,27.29461271276076,3.0,0.0
7.86329446720214,16.645960619679933,11.985581228047097,317.4183404323794,3.0,1.0
14.749006826438563,196.3107433413724,2.140910758165444,337.6574330911609,3.0,0.0
32.83972919391741,145.31047965819937,22.630116435653548,44.9232122235282,3.0,1.0
3.884051031722451,196.1203411554896,34.28941026492938,188.3716244885391,3.0,1.0
33.51779629995215,14.463494373570107,2.9145188278396894,120.83680089245189,3.0,1.0
3.8439363157585227,358.4743946737838,15.685292340776954,315.011643346992,3.0,1.0
39.05837860053583,20.5050133510563,33.30238687685356,14.145312385679585,3.0,1.0
18.746048065908063,98.16477635998551,30.986131900869882,347.5078086843726,3.0,1.0
39.070443527613484,25.964650417679106,8.547689218138137,308.978898312891,3.0,1.0
24.19382078980184,197.13999816153745,10.040374902768953,31.708935581602763,3.0,0.0
29.570543175932066,126.65458675949627,25.259920643203742,306.6748624393848,3.0,0.0
1.567511690172827,135.10794342697784,9.565313075547097,247.347901017576,3.0,0.0
11.312278503056383,284.100307508858,13.72544822075399,90.50035395969839,3.0,0.0
4.807862448526756,325.44724160495474,31.23941830984689,214.38987666146932,3.0,1.0
11.845607900885797,59.65091392171112,24.6655616024549,85.05512496662055,3.0,1.0
4.749108758169762,100.43169842158451,4.268890972499211,86.2648662658059,3.0,0.0
12.719327175759041,170.18230327077052,15.403900498248223,260.11385465242427,3.0,1.0
16.5705197805868,40.63740125111577,7.918507640284345,82.58342984340204,3.0,1.0
2.5658998539513744,139.15370953857695,21.818822856873762,152.24176225902605,3.0,1.0
27.698884774800796,108.7516964213584,37.955319154037454,358.4605539307641,3.0,1.0
22.664058168263004,331.91148133203575,19.96266932078376,350.6357831291471,3.0,1.0
10.615579637577817,71.4722833567792,33.39272247546533,237.8018218223367,3.0,1.0
20.929922138667987,259.63610330641706,27.176491683569083,229.11458332274927,3.0,1.0
3.757620430337667,77.72155515124395,18.4353526977511,79.44682504282946,3.0,1.0
23.03785982224717,225.23701635434116,36.568158821191574,47.70688280250984,3.0,0.0
37.171847903048565,209.51666213057305,38.911903571530736,23.202480245230745,3.0,0.0
12.742758098052946,165.14074537542297,37.87619599405228,117.69831298473773,3.0,1.0
26.696415198547268,294.08662878549404,35.14074895793728,122.77503272213049,3.0,0.0
5.271914496175687,80.17818997614842,29.619209362214956,177.62454408850368,3.0,1.0
28.65308816474262,171.82088064896635,36.683850396226646,100.96702262358751,3.0,1.0
11.576243717888044,353.6703365123489,7.759413937756383,191.3740526107124,3.0,0.0
7.327654480284673,65.97424414376424,34.88418620258079,86.2648796745011,3.0,1.0
23.460517392403325,196.3556837425337,20.0268568296624,63.53838821869002,3.0,1.0
0.8043018474997421,105.51808199104973,5.813088110885927,143.34561631787312,3.0,0.0
33.15760116869453,44.57018142039037,19.729987018596585,346.4696210143018,3.0,1.0
0.18781904770188262,306.57347312131515,1.5527659392080162,82.40029585837677,3.0,0.0
27.112661471849204,207.9643829657874,36.25387974292801,311.5526295732749,3.0,1.0
10.800318927686593,208.3785348637066,10.344933152739419,170.6306124330142,3.0,1.0
29.407760884903794,196.32050541528355,10.679179310638002,313.71369601936124,3.0,1.0
38.48754180469753,66.40851845526304,17.748761567214395,266.845694619465,3.0,1.0
9.95012574079832,204.70793961102302,7.565994772144413,17.25877949424926,3.0,0.0
23.046293376713475,32.90004519674945,37.05671397172125,349.86861068195003,3.0,1.0
23.681677250873562,245.75107335112693,27.583970556770225,19.84082382782148,3.0,1.0
22.890076231634936,18.524580501429178,27.153793047759383,260.5466473530192,3.0,1.0
8.923265305624732,68.09440210980819,36.67369041786233,295.5595174766013,3.0,1.0
38.1099604606794,105.91840695389935,5.286904077455223,96.03305794698645,3.0,1.0
17.885015144705093,100.41523835755646,10.41060008454346,60.99525023176438,3.0,1.0
33.85634689884511,292.3568240257161,26.662233193110158,227.58248724508414,3.0,1.0
27.97917101270017,103.59023205662966,27.527710746584507,349.53949713603856,3.0,1.0
