x1,x2,y1,y2
5.4881350392732475,7.482679812896987,6.859985369735587,7.5138519668955555
7.151893663724195,1.8020270731629007,2.087877388239912,6.657287531237257
6.027633760716439,3.8902314453248277,3.1153686795134368,6.099800093080123
5.448831829968968,0.37600181564812596,6.6924775416196685,9.618781156150721
4.236547993389047,0.11787739180724288,5.557551494304964,7.381141211241142
6.458941130666561,9.962678716348444,2.845955081911623,6.16771327547031
4.375872112626925,4.881966580554369,2.835728388852105,6.017765537993743
8.917730007820797,3.7202476397192,3.2239360724313544,4.924739697026583
9.636627605010293,1.9617209456397833,6.537172665770323,8.318278041846172
3.8344151882577773,8.071922450885463,3.047057191381882,2.2959430574199637
7.917250380826646,7.057527195301479,2.864044774331104,2.726567741587629
5.288949197529044,0.015561979296321304,2.375383328099481,2.230615810561388
5.680445610939323,7.712266730402363,7.377258681535718,7.513957460633071
9.25596638292661,1.1148274515070988,7.314673843607097,6.394742483172568
0.7103605819788694,9.486326801840331,3.0851368671447466,2.224437641028563
0.8712929970154071,3.327360839555057,6.683395931650475,6.647280584351135
0.2021839744032572,4.511027753265111,3.310110880399833,6.540295641128747
8.32619845547938,0.04980905673753422,6.2909556110691325,6.746949357162546
7.781567509498505,8.243926884444718,7.042672208274095,7.497604023565328
8.700121482468191,3.0816825423023717,1.6301026415714512,6.515010257011746
9.78618342232764,5.56446876169447,2.521801662747577,1.3226754683355084
7.9915856421672355,9.266007970596743,2.59285870789061,7.284791294044591
4.6147936225293185,1.5622238321556359,3.8081182486788667,6.077562341703184
7.805291762864554,8.673296129309216,7.803353561730658,6.942147877906921
1.1827442586893322,5.002389308425547,7.73503426058478,7.519207637101067
6.399210213275238,9.244561740566207,3.9632319325761913,1.52218513081013
1.433532874090464,8.223550501864258,6.461342734601478,6.83820839114368
9.446689170495839,4.429800306590889,3.4356525050275732,0.9994027976616202
5.218483217500717,0.8871177071474401,7.088756366141849,7.609992822404862
4.146619399905235,0.3019745488202563,3.530430335893626,5.694099986041909
2.64555612104627,8.742308098340757,8.049334131720352,7.6023729444933785
7.742336894342166,4.742849174583688,2.9449683203089707,6.38412216908037
4.5615033221654855,6.636949079277516,8.166340967060949,8.022105911080807
5.684339488686485,8.816484142088525,2.825270773900359,1.5834469799644106
0.18789800436355142,3.046589914846971,6.424127125746291,8.114806153931964
6.176354970758771,8.957630183913475,3.0973228077277115,2.016631238920819
6.120957227224214,0.2753243942768835,6.944395514803221,7.912964022301586
6.169339968747569,2.799256787341325,3.329161731717743,1.3223749452765026
9.437480785146242,8.117663950996238,7.0418560511353565,7.9068608003196195
6.818202991034834,8.532203183236467,6.935453150510994,7.558212581576382
3.59507900573786,9.448353953575863,3.6124142763116236,2.197611250007183
