Arm length (m),Ball weight (kg),Ball radius (mm),Air temperature (deg C),Spring constant (N per m),Device weight (kg),Target hit
0.2919026060822672,0.34002843236208014,0.013822974978983235,18.0,545.3481640301802,4.616101279454936,0.0
0.2475451818048308,0.5210608533588019,0.3906931174653565,26.0,356.04102168911817,5.863920247793146,1.0
0.48382658483538626,0.45130855368652667,0.17014108053866023,11.0,522.3872204215568,5.020725320537329,1.0
0.21639284749747828,0.46069803585585295,0.10112195545515125,20.0,95.02575730315067,4.586623872476727,0.0
0.1640842113909905,0.3917397096368166,0.15517710707688712,11.0,104.24264040818417,3.6774109950417855,0.0
0.24465068272464532,0.3746615613915258,0.23604926961694114,23.0,71.83668419915605,5.344205847999921,0.0
0.3154736569887811,0.19183686850870713,0.23126061599727918,13.0,432.6691611620023,3.781904084470194,1.0
0.21221387248294402,0.27649086996482136,0.04711166947220088,20.0,220.04168999310764,7.188297505865599,0.0
0.24454768617876227,0.4926728470660865,0.19887622974694893,18.0,265.0079824948192,7.72747070375772,0.0
0.17241108352761228,0.164383555127691,0.13824171546396535,13.0,81.89027393193959,3.375811391193333,0.0
0.2152724401966472,0.264971816518687,0.3092403242407658,11.0,251.55278383294942,6.437937785619985,1.0
0.33394901405262806,0.16807659191853294,0.14796110773131146,16.0,77.76941193185093,4.466711898146784,0.0
0.38867839385230607,0.4550951814032127,0.11991492610853845,28.0,74.03282050285708,4.760334208204492,0.0
0.33970008109545785,0.2534218671454389,0.11001134700968845,18.0,74.66616847976223,7.441974787194958,0.0
0.3962959642546317,0.4644534365931292,0.06907319048333972,24.0,242.52840110270708,1.0327704364841521,0.0
0.2920273099690901,0.26862375062807015,0.016515472693179566,19.0,478.8306814924762,1.1534697477615552,0.0
0.3644842796075966,0.25958679198362616,0.03535937676570678,23.0,158.75434330132987,0.6516379808024428,0.0
0.3404671850834027,0.43785291889846656,0.20905832538363456,10.0,185.42379849448537,6.744648841609535,0.0
0.29787170071447894,0.4038831726393776,0.11415122548311281,17.0,52.01478734820063,6.3361756321238785,0.0
0.05618674404853198,0.03837196907824252,0.036244222553433174,24.0,367.39577768759165,7.025091111851144,1.0
0.2834289455323488,0.35511407898571995,0.03151243226117786,18.0,121.39268755374692,7.83963756674573,0.0
0.3922355087056104,0.37001668782522923,0.178692345253277,19.0,340.99681325682127,6.493689231625427,1.0
0.2194510853628029,0.3309806930900911,0.3268062350073039,17.0,230.92722899697324,3.9610952168969886,0.0
0.48176586898924734,0.24423419961752252,0.308573354110213,25.0,482.36005418234606,6.353968822148416,1.0
0.38265794684236415,0.31284084446395893,0.029071795365295493,20.0,410.95098614935114,1.387058194016999,0.0
0.45185176923906445,0.2701938519034336,0.11998624100656526,19.0,536.596659378283,5.299407659956429,1.0
0.47634532698603416,0.33113230276099753,0.09097384070068469,22.0,154.6511761599404,1.5751496555678481,0.0
0.08993204066420074,0.28976057371389335,0.13148157757840734,22.0,393.0213894192233,7.58501687787188,0.0
0.3957312404189085,0.24780718417610542,0.2161169799038208,20.0,275.06871419504796,4.413862413125537,1.0
0.32478752676683825,0.32637704463046147,0.13775515164540403,27.0,341.7045826264632,3.609964549928927,1.0
0.41825718335726103,0.39024389101843937,0.17025903280250557,19.0,481.0545603276207,2.484167090784702,1.0
0.3978519339838008,0.33890058923953664,0.023675295424476515,20.0,225.2028700896405,6.306752670756625,0.0
0.24268355722992271,0.25463576100687685,0.10494968370500939,16.0,528.5577453435368,3.921127491624114,1.0
0.20155539335737555,0.34362540203704106,0.2541857028550279,20.0,153.2825118349233,4.763254616514864,0.0
0.20058136465497758,0.4169792391858966,0.20167126511821953,27.0,531.053501109945,0.6409235032726636,1.0
0.31693080978911503,0.46954041685761905,0.3158805150300859,16.0,328.9324516468499,5.132266228069078,1.0
0.20682857230636115,0.43075525841594364,0.11375720114512801,13.0,257.5089858465077,5.090717920418161,0.0
0.20456368387488794,0.3637380193359032,0.12479451559488412,24.0,371.9595399251036,5.127004976560677,1.0
0.2387393475750533,0.20908759687861134,0.2292372643432787,18.0,657.7309874256262,7.578110588859682,1.0
0.3326475683282609,0.1734447273079128,0.02540408201583954,19.0,138.85157118587276,5.6136522432761256,0.0
0.21984305047572542,0.2897618786280928,0.020322189571034176,19.0,248.33263949428573,3.196309254303395,0.0
0.4048546357138433,0.1690815218443837,0.03476930675736203,19.0,154.36430225987993,3.777739653495061,0.0
0.22184214778082223,0.2315215270939372,0.2792994935969743,23.0,124.72452729943467,5.732233969454486,1.0
0.43674834593269074,0.29298776952488337,0.07421536456585018,15.0,340.01881436771976,0.9516910372195237,1.0
0.19785740033204452,0.2615789578261097,0.18459804090811732,14.0,162.2020217549823,5.500750365842507,0.0
0.2799085911147448,0.2772081943689582,0.27848936216596903,19.0,123.43079453775519,5.529784022136195,1.0
0.3102552105857832,0.17719953727018903,0.026761713743731617,11.0,162.07381518713174,2.077869208053807,0.0
0.20363906158103903,0.33314667597932107,0.19219023820642503,12.0,236.17037785203655,1.4669472324113997,0.0
0.22653673680489922,0.4096508051066907,0.1742588441771739,28.0,89.4203199575378,2.865712631931379,0.0
0.32468834998275603,0.25518625322108307,0.24878026552667945,23.0,264.5166246034685,3.2278307820696694,1.0
0.25338384009264975,0.38257553441912134,0.29843916086766303,19.0,308.1873252310188,4.776475778134097,1.0
0.24327348608024899,0.5762726713718078,0.06635306349987112,25.0,336.92214828656853,3.7895113509674028,0.0
0.2583227907897042,0.30081889698655473,0.20181311413349245,14.0,356.7255096368619,7.912803785444196,1.0
0.3182802220805423,0.37512100079495286,0.02780023040317286,17.0,221.60868714955632,1.2653360806102105,0.0
0.21605826414465928,0.32967700900873553,0.44656016463359716,22.0,304.84934158681574,2.06657567071126,1.0
0.4663421147637921,0.40696237292240467,0.09244850488463106,23.0,169.7922211183522,1.7098213841374719,0.0
0.11163543998799978,0.1381350123387905,0.03860253552737943,22.0,173.37263905392854,5.398312440990488,0.0
0.3039070507184014,0.20430432320547848,0.03235435580793735,7.0,204.8843271922011,2.3996870190483657,0.0
0.2851215155048126,0.32434639280713806,0.15884409591243173,14.0,427.6372243992513,3.9973307964222973,1.0
0.2643824430551224,0.3986962566158465,0.03165541428374718,21.0,133.65212364213073,2.3331919400120205,0.0
0.15986280063503125,0.32305240258649404,0.226091517054344,17.0,55.32611757642405,1.6922718773413978,0.0
0.3619890721379012,0.14354267490323563,0.14842959534245842,30.0,426.7881595021653,1.3278135587322886,1.0
0.13284361674621928,0.22763867235416047,0.19007107130646023,24.0,194.31405721696206,5.422471920989551,0.0
0.35220121193072335,0.2305293882402783,0.06381326098858978,22.0,631.8569617924243,1.5363721351146036,1.0
0.28972597091696045,0.34889919450030477,0.2278842096906577,13.0,158.5065438991249,1.9743677126004013,0.0
0.2461005760674107,0.23379610401595727,0.20106647893678564,19.0,237.6989176714792,3.265438779957231,1.0
0.17216141701946314,0.24191928951992286,0.23691630827124974,20.0,85.29032238516567,6.657449223859513,0.0
0.22786796758335598,0.4184747576637705,0.046034919602217304,25.0,267.6461671307383,1.2282595684479596,0.0
0.06486888424082338,0.443531627679859,0.1339731685144742,23.0,332.34401055263106,6.7845868062410295,0.0
0.3617172802104273,0.26867251946639614,0.09445189857103886,24.0,385.432457128685,1.220738059204723,1.0
0.31380944121989346,0.3524902672349873,0.2415129076450418,14.0,391.449806853022,7.8234459876004685,1.0
0.35125414846423136,0.12185162014686583,0.049552264356235255,26.0,252.0808098780512,4.014884012357761,1.0
0.17988801251355757,0.32983270593553415,0.1574155521680967,12.0,462.28468139128154,7.825708161427529,1.0
0.24035850100927947,0.42899780497958273,0.09153052609984066,16.0,308.5996302204993,5.036341398087845,0.0
0.35951352832409406,0.3626781705257349,0.23430288435789964,21.0,367.2559310295529,6.044476845487263,1.0
0.3233906966853775,0.3201060844357472,0.16927735264058094,18.0,294.43457547648154,0.7939084419074051,1.0
0.41006314153612744,0.27113570265273634,0.041083278947442535,14.0,289.41246552730536,2.621052219323072,0.0
0.3424735816010857,0.2453207984408598,0.3064235468396426,15.0,253.68343346929828,1.4014742090987669,1.0
0.33372429465727355,0.2920917594806197,0.3709736963376724,11.0,367.0003766507282,2.721051481416087,1.0
0.3138936470444029,0.15485588617636892,0.2111302493264927,22.0,400.34806404333506,1.3904578921568305,1.0
0.4405943713285196,0.4710458978298244,0.2521470339882781,25.0,391.13296337786056,2.88487384545482,1.0
0.252164658026017,0.3664210640394817,0.08038883733348608,18.0,301.4337470757155,3.606972458860025,0.0
0.23550813616801647,0.29975629657867164,0.17557842881110253,17.0,300.5555618229872,0.9811062226158827,0.0
0.3013150033812433,0.2480195225172661,0.32264905331919436,12.0,226.13521192395922,5.693540895275149,0.0
0.29625240031046496,0.30296603798422567,0.32839746642537837,24.0,357.0678625586964,4.749510906549314,1.0
0.2756385858678558,0.3897794942262843,0.14982222742863788,30.0,56.8973316100666,2.4904211820458406,0.0
0.3879404416587951,0.41114478912189467,0.15729997327903394,10.0,51.5695083883364,4.424360401000247,0.0
0.3387263475927416,0.21963090699342575,0.10439026061411262,14.0,223.92952954931457,1.2045538306883126,0.0
0.2495745026785872,0.21264712398263447,0.12650580202831824,16.0,440.2975929171788,4.8195987166713445,1.0
0.5157701429689974,0.5178229962808275,0.2030564469877088,16.0,398.7929451787125,7.469721481821606,1.0
0.24307143313159463,0.42365928577156864,0.12851483001727068,20.0,240.84269009914084,2.8892671433849273,0.0
0.3588986383236247,0.38085199408280057,0.21323332952360152,27.0,210.4818935927168,5.505577849727612,1.0
0.21480900355951263,0.29613537562826303,0.20808635841212778,24.0,264.6668356893269,1.4884839680329414,0.0
0.24593789927812387,0.40240203382627826,0.22366700660953479,22.0,395.03480174716117,5.872454030889242,0.0
0.26487415534637676,0.18267668241688836,0.2790873145920181,15.0,489.3835369078008,2.670545697104008,1.0
0.4859205791428566,0.4631768421535041,0.28183773615339414,13.0,340.18134312644503,1.8739352150533763,1.0
